Date,VN-Index,S&P500,STOXX,VND/USD,VND/EUR,interest rate,inflation,GDP
2/26/2010,496.91,1104.48999,245.8000031,18800,25512,8,8.46,27151.69
3/1/2010,503.01,1115.709961,248.6900024,19000,25394,8,9.46,27151.69
3/2/2010,501,1118.310059,250.6499939,19025,25389,8,9.46,27151.69
3/3/2010,507.32,1118.790039,252.6000061,19005,25662,8,9.46,27151.69
3/4/2010,511.91,1122.969971,253,19000,25717,8,9.46,27151.69
3/5/2010,513.39,1138.699951,257.0899963,19010,25536,8,9.46,27151.69
3/8/2010,521.12,1138.5,256.8699951,19000,25656,8,9.46,27151.69
3/9/2010,527.27,1140.449951,256.730011,19005,25482,8,9.46,27151.69
3/10/2010,525.67,1145.609985,258.2399902,19050,25593,8,9.46,27151.69
3/11/2010,524.64,1150.23999,257.6000061,19050,25670,8,9.46,27151.69
3/12/2010,531.51,1149.98999,258.3999939,19050,25918,8,9.46,27151.69
3/15/2010,531.86,1150.51001,256.6499939,18603,25524,8,9.46,27151.69
3/16/2010,516.08,1159.459961,259.0299988,19055,25508,8,9.46,27151.69
3/17/2010,510.85,1166.209961,261.3399963,19025,25881,8,9.46,27151.69
3/18/2010,519.73,1165.829956,261.2000122,19015,25428,8,9.46,27151.69
3/19/2010,515.99,1159.900024,260.2000122,19025,25225,8,9.46,27151.69
3/22/2010,511.58,1165.810059,260.1199951,19000,25109,8,9.46,27151.69
3/23/2010,506.53,1174.170044,261.8500061,19005,25062,8,9.46,27151.69
3/24/2010,512.12,1167.719971,262.1900024,18425,24816,8,9.46,27151.69
3/25/2010,503.39,1165.72998,264.7900085,19005,25108,8,9.46,27151.69
3/26/2010,505.3,1166.589966,263.5899963,19010,25154,8,9.46,27151.69
3/29/2010,505.67,1173.219971,263.8900146,19050,25342,8,9.46,27151.69
3/30/2010,500.72,1173.27002,263.8699951,19055,25323,8,9.46,27151.69
3/31/2010,499.24,1169.430054,263.5700073,19050,25378,8,9.46,27151.69
4/1/2010,508.18,1178.099976,267.6199951,18727,25378,8,9.23,27635.35
4/2/2010,510.48,1178.099976,267.6199951,18727,25378,8,9.23,27635.35
4/5/2010,514.79,1187.439941,267.6199951,19040,25149,8,9.23,27635.35
4/6/2010,515.33,1189.439941,269.3699951,18900,25040,8,9.23,27635.35
4/7/2010,515.82,1182.449951,268.6099854,19030,24964,8,9.23,27635.35
4/8/2010,515.93,1186.439941,266.2799988,18975,25132,8,9.23,27635.35
4/9/2010,517.42,1194.369995,269.7399902,18975,25132,8,9.23,27635.35
4/12/2010,519.93,1196.47998,269.3599854,18965,25450,8,9.23,27635.35
4/13/2010,517.98,1197.300049,268.6900024,18950,25461,8,9.23,27635.35
4/14/2010,516.21,1210.650024,270.4400024,18945,25303,8,9.23,27635.35
4/15/2010,521.49,1211.670044,272.1400146,18719,25267,8,9.23,27635.35
4/16/2010,522.03,1192.130005,267.9200134,18719,25267,8,9.23,27635.35
4/19/2010,516.74,1197.52002,266.1300049,18682,25241,8,9.23,27635.35
4/20/2010,515.2,1207.170044,269.7600098,18686,25011,8,9.23,27635.35
4/21/2010,519.7,1205.939941,268.230011,18900,24905,8,9.23,27635.35
4/22/2010,529.31,1208.670044,265.3200073,18880,24852,8,9.23,27635.35
4/26/2010,531.21,1212.050049,270.1000061,18925,24860,8,9.23,27635.35
4/27/2010,535.72,1183.709961,261.6499939,18900,24631,8,9.23,27635.35
4/28/2010,539.2,1191.359985,258.2399902,18890,24735,8,9.23,27635.35
4/29/2010,542.37,1206.780029,261.7399902,18875,24866,8,9.23,27635.35
5/4/2010,549.12,1173.599976,252.9600067,18900,24160,8,9.23,27635.35
5/5/2010,548.01,1165.869995,250.5500031,18900,23863,8,9.23,27635.35
5/6/2010,549.51,1128.150024,246.8999939,18905,23889,8,9.23,27635.35
5/7/2010,542.03,1110.880005,237.1799927,18905,23889,8,9.23,27635.35
5/10/2010,534.38,1159.72998,254.1399994,18945,23713,8,9.23,27635.35
5/11/2010,534.36,1155.790039,252.9299927,18920,23649,8,9.23,27635.35
5/12/2010,519.6,1171.670044,256.6000061,18940,23500,8,9.23,27635.35
5/13/2010,518.93,1157.439941,256.6000061,18950,23318,8,9.23,27635.35
5/14/2010,520.72,1135.680054,248.4600067,18950,23318,8,9.23,27635.35
5/17/2010,511.27,1136.939941,248.0899963,18940,23182,8,9.23,27635.35
5/18/2010,508.3,1120.800049,251.3000031,18461,22739,8,9.23,27635.35
5/19/2010,494.9,1115.050049,243.7100067,18935,23017,8,9.23,27635.35
5/20/2010,503.55,1071.589966,238.2799988,18940,23362,8,9.23,27635.35
5/21/2010,483.69,1087.689941,237.1100006,18940,23362,8,9.23,27635.35
5/24/2010,486.19,1073.650024,237.1100006,18950,22769,8,9.23,27635.35
5/25/2010,486.25,1074.030029,232.1100006,18960,22996,8,9.23,27635.35
5/26/2010,492.69,1067.949951,237.7400055,18950,22961,8,9.23,27635.35
5/27/2010,497.16,1103.060059,244.7899933,18945,23167,8,9.23,27635.35
5/28/2010,512.99,1089.410034,244.0099945,18945,23167,8,9.23,27635.35
5/31/2010,507.44,1089.410034,244.9700012,18925,22526,8,9.23,27635.35
6/1/2010,508.68,1070.709961,245.3399963,18940,22822,8,8.69,27635.35
6/2/2010,510.74,1098.380005,245.3999939,18950,22848,8,8.69,27635.35
6/3/2010,511.16,1102.829956,248.9100037,18955,22698,8,8.69,27635.35
6/4/2010,510.37,1064.880005,244.5299988,18955,22698,8,8.69,27635.35
6/7/2010,496.89,1050.469971,242.7100067,18940,22227,8,8.69,27635.35
6/8/2010,497.19,1062,240.0599976,18925,22323,8,8.69,27635.35
6/9/2010,497.56,1055.689941,244.6000061,18654,22471,8,8.69,27635.35
6/10/2010,500.51,1086.839966,248.4600067,18940,22612,8,8.69,27635.35
6/11/2010,504.29,1091.599976,249.4600067,18940,22612,8,8.69,27635.35
6/14/2010,508.32,1089.630005,252.5299988,18920,22855,8,8.69,27635.35
6/15/2010,508.01,1115.22998,254.2799988,18925,22915,8,8.69,27635.35
6/16/2010,510.72,1114.609985,254.4700012,18930,23104,8,8.69,27635.35
6/17/2010,510.76,1116.040039,254.8800049,18925,23101,8,8.69,27635.35
6/18/2010,511.18,1117.51001,255.5,18925,23101,8,8.69,27635.35
6/21/2010,514.75,1113.199951,258.1799927,18925,22852,8,8.69,27635.35
6/22/2010,512.63,1095.310059,256.9200134,18636,22892,8,8.69,27635.35
6/23/2010,512.82,1092.040039,254.4400024,18925,22937,8,8.69,27635.35
6/24/2010,511.67,1073.689941,249.7799988,18930,22931,8,8.69,27635.35
6/25/2010,505.12,1076.76001,248.3300018,18930,22931,8,8.69,27635.35
6/28/2010,507.28,1074.569946,251.3600006,18742,22841,8,8.69,27635.35
6/29/2010,510.71,1041.23999,243.8200073,18950,23046,8,8.69,27635.35
6/30/2010,507.14,1030.709961,243.3200073,19000,23113,8,8.69,27635.35
7/1/2010,504.02,1027.369995,237.3000031,19000,23467,8,8.19,28290.82
7/2/2010,503.65,1022.580017,237.2700043,19000,23467,8,8.19,28290.82
7/5/2010,506.55,1022.580017,236.6799927,19025,23611,8,8.19,28290.82
7/6/2010,500.82,1028.060059,242.7599945,19050,23639,8,8.19,28290.82
7/7/2010,496.91,1060.27002,246.0599976,18776,23754,8,8.19,28290.82
7/8/2010,498.55,1070.25,248.6000061,18776,23786,8,8.19,28290.82
7/9/2010,499.46,1077.959961,250.0899963,18776,23786,8,8.19,28290.82
7/12/2010,499.93,1078.75,251.1799927,19055,23610,8,8.19,28290.82
7/13/2010,509.08,1095.339966,255.9900055,18715,23858,8,8.19,28290.82
7/14/2010,507.34,1095.170044,255.9900055,19050,24070,8,8.19,28290.82
7/15/2010,505.19,1096.47998,252.9700012,18757,24337,8,8.19,28290.82
7/16/2010,506.21,1064.880005,248.1100006,18757,24337,8,8.19,28290.82
7/19/2010,506.84,1071.25,246.1799927,19135,24229,8,8.19,28290.82
7/20/2010,506.56,1083.47998,246.3500061,18782,24043,8,8.19,28290.82
7/21/2010,505.4,1069.589966,249.2400055,18788,24160,8,8.19,28290.82
7/22/2010,500.28,1093.670044,254.3699951,19075,24311,8,8.19,28290.82
7/23/2010,500.31,1102.660034,255.9700012,19075,24311,8,8.19,28290.82
7/26/2010,498.1,1115.01001,257.1199951,18782,24420,8,8.19,28290.82
7/27/2010,497.67,1113.839966,258.1099854,19050,24383,8,8.19,28290.82
7/28/2010,491,1106.130005,257.2099915,19055,24563,8,8.19,28290.82
7/29/2010,491.11,1101.530029,256.2600098,19070,24402,8,8.19,28290.82
7/30/2010,493.91,1101.599976,255.3500061,19070,24402,8,8.19,28290.82
8/2/2010,491.61,1125.859985,262.0899963,19050,24893,8,8.18,28290.82
8/3/2010,491.9,1120.459961,262.0599976,19005,24893,8,8.18,28290.82
8/4/2010,486.71,1127.23999,262.1700134,18795,24843,8,8.18,28290.82
8/5/2010,486.21,1125.810059,261.480011,19030,24840,8,8.18,28290.82
8/6/2010,482.82,1121.640015,258.7099915,19030,24840,8,8.18,28290.82
8/9/2010,472.74,1127.790039,262.2600098,19045,24919,8,8.18,28290.82
8/10/2010,461.67,1121.060059,259.9299927,19050,24719,8,8.18,28290.82
8/11/2010,463.12,1089.469971,254.6799927,19045,24422,8,8.18,28290.82
8/12/2010,448.4,1083.609985,254.9299927,19050,24087,8,8.18,28290.82
8/13/2010,452.73,1079.25,255.5599976,19050,24087,8,8.18,28290.82
8/16/2010,464.76,1079.380005,255.6100006,18793,24039,8,8.18,28290.82
8/17/2010,463.52,1092.540039,258.4700012,19147,24174,8,8.18,28290.82
8/18/2010,455.49,1094.160034,257.6000061,19182,24661,8,8.18,28290.82
8/19/2010,452.23,1075.630005,253.8999939,19154,24617,8,8.18,28290.82
8/20/2010,454.84,1071.689941,252.1499939,19154,24617,8,8.18,28290.82
8/23/2010,447.92,1067.359985,253.7599945,19167,24317,8,8.18,28290.82
8/24/2010,434.42,1051.869995,249.4499969,19177,24174,8,8.18,28290.82
8/25/2010,423.89,1055.329956,247.5399933,19141,24239,8,8.18,28290.82
8/26/2010,427.07,1047.219971,249.6499939,19161,24309,8,8.18,28290.82
8/27/2010,429.14,1064.589966,251.2400055,19161,24309,8,8.18,28290.82
8/30/2010,444.55,1048.920044,251.1600037,19180,24390,8,8.18,28290.82
8/31/2010,455.08,1049.329956,251.3099976,19450,24331,8,8.18,28290.82
9/1/2010,458.75,1080.290039,258.1900024,19165,24551,8,8.92,28290.82
9/6/2010,466,1080.290039,260.9400024,19450,24690,8,8.92,28290.82
9/7/2010,460.59,1091.839966,259.7600098,19159,24438,8,8.92,28290.82
9/8/2010,458.44,1098.869995,262.3299866,19176,24346,8,8.92,28290.82
9/9/2010,463.68,1104.180054,265.0899963,19175,24401,8,8.92,28290.82
9/10/2010,451.39,1109.550049,264.7000122,19175,24401,8,8.92,28290.82
9/13/2010,447.27,1121.900024,266.4500122,19475,24569,8,8.92,28290.82
9/14/2010,449.01,1121.099976,266.3999939,19475,24617,8,8.92,28290.82
9/15/2010,448.72,1125.069946,265.5400085,19450,24861,8,8.92,28290.82
9/16/2010,449.52,1124.660034,263.4700012,19455,25128,8,8.92,28290.82
9/17/2010,457.6,1125.589966,262.8599854,19455,25128,8,8.92,28290.82
9/20/2010,457.87,1142.709961,266.2200012,19455,25135,8,8.92,28290.82
9/21/2010,453.32,1139.780029,265.0100098,19163,25192,8,8.92,28290.82
9/22/2010,453.9,1134.280029,261.1900024,19169,25675,8,8.92,28290.82
9/23/2010,450.77,1124.829956,261.0700073,19192,25570,8,8.92,28290.82
9/24/2010,449.71,1148.670044,263.9700012,19192,25570,8,8.92,28290.82
9/27/2010,450.2,1142.160034,262.9200134,19475,25831,8,8.92,28290.82
9/28/2010,455.13,1147.699951,262.3599854,19470,25826,8,8.92,28290.82
9/29/2010,452.94,1144.72998,261.019989,19172,26113,8,8.92,28290.82
9/30/2010,454.52,1141.199951,259.7200012,19475,26184,8,8.92,28290.82
10/1/2010,451.71,1146.23999,259.0899963,19475,26184,8,9.66,29023.91
10/4/2010,445.83,1137.030029,257.7399902,19475,26289,8,9.66,29023.91
10/5/2010,450.96,1160.75,261.1799927,19460,26439,8,9.66,29023.91
10/6/2010,460.72,1159.969971,262.5100098,19465,26559,8,9.66,29023.91
10/7/2010,462.05,1158.060059,262.3099976,19460,26842,8,9.66,29023.91
10/8/2010,459.26,1165.150024,262.269989,19460,26842,8,9.66,29023.91
10/11/2010,459.32,1165.319946,263.2000122,19465,26746,8,9.66,29023.91
10/12/2010,454.32,1169.77002,262.480011,19465,26494,8,9.66,29023.91
10/13/2010,457.7,1178.099976,266.25,19215,26852,8,9.66,29023.91
10/14/2010,458.66,1173.810059,265.6799927,19470,27021,8,9.66,29023.91
10/15/2010,458.39,1176.189941,265.8299866,19470,27021,8,9.66,29023.91
10/18/2010,457.59,1184.709961,266.6400146,19460,26722,8,9.66,29023.91
10/19/2010,454.25,1165.900024,265.2399902,16465,26745,8,9.66,29023.91
10/20/2010,442.17,1178.170044,266.1300049,19470,26558,8,9.66,29023.91
10/21/2010,445.05,1180.26001,267.6199951,19465,26945,8,9.66,29023.91
10/22/2010,445.21,1183.079956,266.75,19465,26945,8,9.66,29023.91
10/25/2010,448.61,1185.619995,267.4200134,19465,25831,8,9.66,29023.91
10/26/2010,455.12,1185.640015,266.9200134,19455,26796,8,9.66,29023.91
10/27/2010,450.01,1182.449951,264.9299927,19211,26549,8,9.66,29023.91
10/28/2010,450.07,1183.780029,265.8999939,19450,26600,8,9.66,29023.91
10/29/2010,452.63,1183.26001,265.9599915,19450,26600,8,9.66,29023.91
11/1/2010,451.06,1184.380005,266.3999939,19440,26614,8,11.09,29023.91
11/2/2010,446.3,1193.569946,267.5,19445,26778,8,11.09,29023.91
11/3/2010,444.16,1197.959961,266.5100098,19209,26856,8,11.09,29023.91
11/4/2010,448.95,1221.060059,270.8299866,19182,26981,8,11.09,29023.91
11/5/2010,457.27,1225.849976,271.9700012,19465,27329,8,11.09,29023.91
11/8/2010,457.13,1223.25,271.9100037,19470,27118,8,11.09,29023.91
11/9/2010,449.4,1213.400024,273.4599915,19465,26695,8,11.09,29023.91
11/10/2010,451.26,1218.709961,271.480011,19470,26788,8,11.09,29023.91
11/11/2010,446.69,1213.540039,271.3900146,19465,26449,8,11.09,29023.91
11/12/2010,441.6,1199.209961,270.1799927,19460,26331,8,11.09,29023.91
11/15/2010,433.54,1197.75,272.3599854,19465,26302,8,11.09,29023.91
11/16/2010,426.89,1178.339966,265.980011,19201,26147,8,11.09,29023.91
11/17/2010,425.5,1178.589966,267.3099976,19198,26107,8,11.09,29023.91
11/18/2010,430.72,1196.689941,271.1499939,19460,25884,8,11.09,29023.91
11/19/2010,426.51,1199.72998,269.5,19455,26209,8,11.09,29023.91
11/22/2010,426.19,1197.839966,267.7399902,19450,26334,8,11.09,29023.91
11/23/2010,430.81,1180.72998,263.6199951,19455,26307,8,11.09,29023.91
11/24/2010,434.48,1198.349976,266.2900085,19460,26026,8,11.09,29023.91
11/25/2010,439.85,1198.349976,267.7200012,19197,25575,8,11.09,29023.91
11/26/2010,439.94,1189.400024,266.6000061,19460,25584,8,11.09,29023.91
11/29/2010,446.36,1187.76001,262.1600037,19460,25382,8,11.09,29023.91
11/30/2010,451.59,1180.550049,261.8299866,19465,25273,8,11.09,29023.91
12/1/2010,449.93,1206.069946,267.1099854,19465,24996,9,11.75,29023.91
12/2/2010,457.42,1221.530029,271.6099854,19460,25162,9,11.75,29023.91
12/3/2010,464.35,1224.709961,270.9400024,19465,25262,9,11.75,29023.91
12/6/2010,465.56,1223.119995,271.3800049,19460,25440,9,11.75,29023.91
12/7/2010,460.76,1223.75,273.9100037,19460,25459,9,11.75,29023.91
12/8/2010,452.83,1228.280029,274.980011,19460,25644,9,11.75,29023.91
12/9/2010,460.45,1233,275.9299927,19465,25399,9,11.75,29023.91
12/10/2010,473.06,1240.400024,276.1900024,19460,25366,9,11.75,29023.91
12/13/2010,490.22,1240.459961,276.9899902,19465,25405,9,11.75,29023.91
12/14/2010,489.65,1241.589966,277.6499939,19465,25489,9,11.75,29023.91
12/15/2010,493.47,1235.22998,276.5299988,19460,25844,9,11.75,29023.91
12/16/2010,480.21,1242.869995,277.5899963,19465,25590,9,11.75,29023.91
12/17/2010,485.29,1243.910034,276.4200134,19465,25411,9,11.75,29023.91
12/20/2010,478.29,1247.079956,278.3800049,19460,25487,9,11.75,29023.91
12/21/2010,481.78,1254.599976,281.1099854,19460,25266,9,11.75,29023.91
12/22/2010,481.53,1258.839966,281.4500122,19460,25254,9,11.75,29023.91
12/23/2010,475.41,1256.77002,281.7600098,19465,25232,9,11.75,29023.91
12/24/2010,472.76,1256.77002,281.7600098,19460,25121,9,11.75,29023.91
12/27/2010,473.05,1257.540039,279.1799927,19465,25185,9,11.75,29023.91
12/28/2010,479.33,1258.51001,279.7900085,19460,25264,9,11.75,29023.91
12/29/2010,478.75,1259.780029,280.6300049,19465,25456,9,11.75,29023.91
12/30/2010,481.4,1257.880005,277.019989,19450,25187,9,11.75,29023.91
12/31/2010,484.66,1257.640015,277.019989,19460,25402,9,11.75,29023.91
1/4/2011,485.97,1270.199951,280.3800049,19465,25559,9,12.17,30643.76
1/5/2011,481.91,1276.560059,280.480011,19460,25683,9,12.17,30643.76
1/6/2011,482.31,1273.849976,281.4899902,19460,25399,9,12.17,30643.76
1/7/2011,481.86,1271.5,281.019989,19465,25151,9,12.17,30643.76
1/10/2011,480.55,1269.75,278.480011,19460,24890,9,12.17,30643.76
1/11/2011,477.44,1274.47998,281.980011,19142,24771,9,12.17,30643.76
1/12/2011,478.45,1285.959961,285.7900085,19465,24839,9,12.17,30643.76
1/13/2011,484.12,1283.76001,284.0400085,19460,24888,9,12.17,30643.76
1/14/2011,489.22,1293.23999,283.769989,19460,25231,9,12.17,30643.76
1/17/2011,495.16,1293.23999,284.0599976,19465,25647,9,12.17,30643.76
1/18/2011,497.43,1295.02002,286.7000122,19460,25564,9,12.17,30643.76
1/19/2011,505.91,1281.920044,282.7200012,19465,25722,9,12.17,30643.76
1/20/2011,511.98,1280.26001,279.3900146,19245,25858,9,12.17,30643.76
1/21/2011,519.5,1283.349976,281.2600098,19063,25910,9,12.17,30643.76
1/24/2011,509.88,1290.839966,281.9899902,19460,25952,9,12.17,30643.76
1/25/2011,501.97,1291.180054,280.1000061,19465,26032,9,12.17,30643.76
1/26/2011,501.25,1296.630005,282.4700012,19231,26187,9,12.17,30643.76
1/27/2011,502.68,1299.540039,282.8800049,19208,26299,9,12.17,30643.76
1/28/2011,510.6,1276.339966,280.4500122,19193,26380,9,12.17,30643.76
2/8/2011,520.69,1324.569946,288.5599976,19465,26001,9,12.31,30643.76
2/9/2011,522.59,1320.880005,287.3500061,19460,26241,9,12.31,30643.76
2/10/2011,520.23,1321.869995,286.7799988,19460,26183,9,12.31,30643.76
2/11/2011,519.98,1329.150024,287.9899902,19465,26190,9,12.31,30643.76
2/14/2011,514.05,1332.319946,289.1099854,19460,27721,9,12.31,30643.76
2/15/2011,517.87,1328.01001,289.4400024,19460,27731,9,12.31,30643.76
2/16/2011,513.11,1336.319946,290.7200012,19460,27896,9,12.31,30643.76
2/17/2011,509.83,1340.430054,291.1600037,19465,27797,9,12.31,30643.76
2/18/2011,503.92,1343.01001,291.0400085,19465,27912,9,12.31,30643.76
2/21/2011,483.68,1343.01001,287.1799927,19460,27896,9,12.31,30643.76
2/22/2011,470.02,1315.439941,285.3800049,19460,28146,9,12.31,30643.76
2/23/2011,470.67,1307.400024,282.3800049,19460,28141,9,12.31,30643.76
2/24/2011,461.29,1306.099976,280.5599976,19460,28293,9,12.31,30643.76
2/25/2011,466.96,1319.880005,284.1199951,19460,28347,9,12.31,30643.76
2/28/2011,461.37,1327.219971,286.4700012,19465,28393,9,12.31,30643.76
3/1/2011,466.12,1306.329956,284.6300049,19465,28479,11.5,13.89,30643.76
3/2/2011,457.83,1308.439941,282.7600098,19465,28460,11.5,13.89,30643.76
3/3/2011,452.34,1330.969971,283.5799866,19460,28447,11.5,13.89,30643.76
3/4/2011,459.23,1321.150024,281.8999939,19460,28468,11.5,13.89,30643.76
3/7/2011,468.22,1310.130005,280.7200012,19465,28701,11.5,13.89,30643.76
3/8/2011,475.38,1321.819946,281.8099976,19465,28873,11.5,13.89,30643.76
3/9/2011,470.51,1320.02002,281.1700134,20860,28659,11.5,13.89,30643.76
3/10/2011,482.49,1295.109985,277.8800049,20850,28672,11.5,13.89,30643.76
3/11/2011,495.06,1304.280029,275.4200134,20855,28440,11.5,13.89,30643.76
3/14/2011,479.9,1296.390015,272.5100098,20850,28357,11.5,13.89,30643.76
3/15/2011,468.74,1281.869995,266.3200073,20850,28680,11.5,13.89,30643.76
3/16/2011,463.58,1256.880005,262.1799927,20855,28571,11.5,13.89,30643.76
3/17/2011,460.53,1273.719971,267.0799866,20850,28700,11.5,13.89,30643.76
3/18/2011,461.08,1279.209961,267.6300049,20855,28850,11.5,13.89,30643.76
3/21/2011,468.25,1298.380005,272.3299866,20540,29083,11.5,13.89,30643.76
3/22/2011,464.8,1293.77002,271.7999878,20855,29175,11.5,13.89,30643.76
3/23/2011,467.64,1297.540039,273.1099854,20865,29301,11.5,13.89,30643.76
3/24/2011,461.32,1309.660034,275.769989,20870,29148,11.5,13.89,30643.76
3/25/2011,457.74,1313.800049,276.019989,20595,29130,11.5,13.89,30643.76
3/28/2011,459.52,1310.189941,276.2399902,20875,28969,11.5,13.89,30643.76
3/29/2011,457.88,1319.439941,276.5100098,20870,29007,11.5,13.89,30643.76
3/30/2011,460.04,1328.26001,278.5499878,20880,29045,11.5,13.89,30643.76
3/31/2011,461.13,1325.829956,275.8999939,20885,29288,11.5,13.89,30643.76
4/1/2011,459.17,1332.410034,280.019989,20885,29288,13,17.51,32356.07
4/4/2011,457.25,1332.869995,280.2600098,20875,29269,13,17.51,32356.07
4/5/2011,457.2,1332.630005,280.9100037,20880,29175,13,17.51,32356.07
4/6/2011,464.94,1335.540039,281.5700073,20875,29496,13,17.51,32356.07
4/7/2011,463.49,1333.51001,280.7799988,20546,29435,13,17.51,32356.07
4/8/2011,464.29,1328.170044,281.6799927,20546,29435,13,17.51,32356.07
4/13/2011,461.01,1314.410034,278.25,20895,29940,13,17.51,32356.07
4/14/2011,460.63,1314.52002,277.0100098,20895,29940,13,17.51,32356.07
4/15/2011,460.96,1319.680054,277.7799988,20895,29940,13,17.51,32356.07
4/18/2011,455.46,1305.140015,273.0499878,20901,29470,13,17.51,32356.07
4/19/2011,453.74,1312.619995,274.4200134,20900,29475,13,17.51,32356.07
4/20/2011,458.5,1330.359985,279.0599976,20885.00023,29985,13,17.51,32356.07
4/21/2011,460.3,1337.380005,280.4700012,20900,29985,13,17.51,32356.07
4/22/2011,456.45,1337.380005,280.4700012,20900,29985,13,17.51,32356.07
4/25/2011,465.62,1335.25,280.4700012,20680,30183,13,17.51,32356.07
4/26/2011,461.86,1347.23999,281.230011,20660,29844,13,17.51,32356.07
4/27/2011,469.32,1355.660034,282.1199951,20550,29908,13,17.51,32356.07
4/28/2011,472.93,1360.47998,283.0400085,20475,30011,13,17.51,32356.07
4/29/2011,480.08,1363.609985,283.7799988,20475,30011,13,17.51,32356.07
5/4/2011,486.58,1347.319946,278.519989,20342,30282,13,19.78,32356.07
5/5/2011,479.29,1335.099976,277.7900085,20550,30167,13,19.78,32356.07
5/6/2011,472.71,1340.199951,281.3299866,20550,30167,13,19.78,32356.07
5/9/2011,477.47,1346.290039,280.4299927,20530,29261,13,19.78,32356.07
5/10/2011,481.29,1357.160034,282.9200134,20550,29165,13,19.78,32356.07
5/11/2011,483.15,1342.079956,283.730011,20293,29216,13,19.78,32356.07
5/12/2011,482.14,1348.650024,281.7999878,20500,28741,13,19.78,32356.07
5/13/2011,479.67,1337.77002,280.5,20500,28741,13,19.78,32356.07
5/16/2011,471.49,1329.469971,280.1300049,20431,28728,13,19.78,32356.07
5/17/2011,464.35,1328.97998,277.2799988,20675,29041,13,19.78,32356.07
5/18/2011,454.91,1340.680054,278.1700134,20655,29249,13,19.78,32356.07
5/19/2011,444.85,1343.599976,280,20675,29233,13,19.78,32356.07
5/20/2011,432.87,1333.27002,279.6499939,20675,29233,13,19.78,32356.07
5/23/2011,417.82,1317.369995,274.7799988,20351,28560,13,19.78,32356.07
5/24/2011,402.59,1316.280029,275.3900146,20550,28688,13,19.78,32356.07
5/25/2011,386.36,1320.469971,277.3699951,20500,28617,13,19.78,32356.07
5/26/2011,398.04,1325.689941,277.1400146,20490,28825,13,19.78,32356.07
5/27/2011,410.82,1331.099976,279.0499878,20490,28825,13,19.78,32356.07
5/30/2011,412.1,1331.099976,279.0499878,20270,28969,13,19.78,32356.07
5/31/2011,421.37,1345.199951,279.0499878,20500,29191,13,19.78,32356.07
6/1/2011,435.69,1314.550049,278.3800049,20475,29233,14,20.82,32356.07
6/2/2011,450.59,1312.939941,278.3800049,20500,29339,14,20.82,32356.07
6/3/2011,443.41,1300.160034,273.6700134,20500,29339,14,20.82,32356.07
6/6/2011,433.81,1286.170044,272.1600037,20500,29680,14,20.82,32356.07
6/7/2011,443.68,1284.939941,271.8699951,20550,29761,14,20.82,32356.07
6/8/2011,439.57,1279.560059,269.0100098,20500,29767,14,20.82,32356.07
6/9/2011,443.95,1289,271.7600098,20500,29655,14,20.82,32356.07
6/10/2011,445,1270.97998,268.1300049,20500,29655,14,20.82,32356.07
6/13/2011,442.69,1271.829956,268.1300049,20293,29158,14,20.82,32356.07
6/14/2011,441.54,1287.869995,270.8200073,20283,29284,14,20.82,32356.07
6/15/2011,441.45,1265.420044,267.9500122,20351,29003,14,20.82,32356.07
6/16/2011,445.17,1267.640015,266.730011,20675,28735,14,20.82,32356.07
6/17/2011,438.93,1271.5,267.1700134,20675,28735,14,20.82,32356.07
6/20/2011,431.63,1278.359985,265.7600098,20600,28979,14,20.82,32356.07
6/21/2011,442.74,1295.52002,269.5899963,20560,29196,14,20.82,32356.07
6/22/2011,439.63,1287.140015,268.0700073,20555,29195,14,20.82,32356.07
6/23/2011,434.75,1283.5,264.3099976,20316,28884,14,20.82,32356.07
6/24/2011,433.4,1268.449951,263.980011,20316,28884,14,20.82,32356.07
6/27/2011,434.25,1280.099976,264.0100098,20550,28903,14,20.82,32356.07
6/28/2011,432.31,1296.670044,265.230011,20540,28999,14,20.82,32356.07
6/29/2011,434.6,1307.410034,269.7999878,20250,29317,14,20.82,32356.07
6/30/2011,432.54,1320.640015,272.8599854,20555,29397,14,20.82,32356.07
7/1/2011,425.29,1339.670044,274.9200134,20555,29397,14,22.16,34288.27
7/4/2011,425.42,1339.670044,275.5400085,20550,29509,14,22.16,34288.27
7/5/2011,431.03,1337.880005,275.6199951,20540,29420,14,22.16,34288.27
7/6/2011,428.3,1339.219971,274.7900085,20530,29107,14,22.16,34288.27
7/7/2011,429.99,1353.219971,275.9299927,20535,29035,14,22.16,34288.27
7/8/2011,430.32,1343.800049,273.7600098,20535,29035,14,22.16,34288.27
7/11/2011,425.09,1319.48999,269.8999939,20540,28646,14,22.16,34288.27
7/12/2011,417.25,1313.640015,268.1600037,20545,28253,14,22.16,34288.27
7/13/2011,418.18,1317.719971,269.9400024,20540,28547,14,22.16,34288.27
7/14/2011,418.93,1308.869995,267.6799927,20545,28790,14,22.16,34288.27
7/15/2011,414.74,1316.140015,266.9100037,20545,28790,14,22.16,34288.27
7/18/2011,415.77,1305.439941,262.1000061,20535,28456,14,22.16,34288.27
7/19/2011,410.12,1326.72998,264.2799988,20525,28817,14,22.16,34288.27
7/20/2011,416.77,1325.839966,267.730011,20530,28895,14,22.16,34288.27
7/21/2011,413.06,1343.800049,270.480011,20530,28778,14,22.16,34288.27
